DATA DE REGISTRO,NORMA,LINK,ORIGEM,SITUAÇÃO,RESUMO,TEMA,ESTADO DE CUMPRIMENTO,ÁREA RESPONSÁVEL,CUMPRDEC CNJ/OFÍCIO CSJT,PROAD,PLANO DE AÇÃO PARA ADOÇÃO,LINK PARA PLANILHA,TOTAL ITENS SIM,TOTAL ITENS NÃO,OBSERVAÇÕES,LINK PARA FORMULÁRIO,PRIORIDADE DE FORMULÁRIO,IAD,NORMA - ORIGEM
08/11/2024,Resolução nº 593/2024,https://atos.cnj.jus.br/atos/detalhar/5849,CNJ,Vigente,Dispõe sobre as inspeções judiciais nos estabelecimentos de privação de liberdade.,Execução Penal e Sistema Carcerário,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 593/2024 - CNJ
08/11/2024,Resolução nº 594/2024,https://atos.cnj.jus.br/atos/detalhar/5845,CNJ,Vigente,Institui o Programa Justiça Carbono Zero e altera a Resolução CNJ nº 400/2021,Acessibilidade e Sustentabilidade,Em análise,Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/1Hc8pnNzDQ1mlJRddKdVAkF5sPHPP33Sh6HhPvU-gZDA/edit?resourcekey=&gid=1825382339#gid=1825382339,,,,https://docs.google.com/forms/d/179jAKCUpaxr3feE8Tza743b9NJN5SBrFIz4SiE4UljQ/edit,Sim,,Resolução nº 594/2024 - CNJ
21/11/2024,Resolução nº 595/2024,https://atos.cnj.jus.br/atos/detalhar/5861,CNJ,Vigente,"Dispõe sobre a padronização dos exames periciais nos benefícios previdenciários por incapacidade e sobre a automação nos processos judiciais previdenciários e assistenciais, por meio do Prevjud.",Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 595/2024 - CNJ
21/11/2024,Resolução nº 596/2024,https://atos.cnj.jus.br/atos/detalhar/5862,CNJ,Vigente,Dispõe sobre a presidência da comissão de concurso encarregada de realizar o Exame Nacional dos Cartórios (ENAC).,Cartórios,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 596/2024 - CNJ
21/11/2024,Resolução nº 597/2024,https://atos.cnj.jus.br/atos/detalhar/5863,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 72/2009, que dispõe sobre a convocação de juízes de primeiro grau para substituição e auxilio no âmbito dos tribunais estaduais e federais, para prever a possibilidade de convocação de juízes de primeiro grau para auxílio nas Corregedorias.",Gestão Administrativa,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 597/2024 - CNJ
22/11/2024,Resolução nº 598/2024,https://atos.cnj.jus.br/atos/detalhar/5860,CNJ,Vigente,"Estabelece as diretrizes para adoção de Perspectiva Racial nos julgamentos em todo o Poder Judiciário, definidas no protocolo elaborado pelo Grupo de Trabalho constituído pela Portaria Presidência nº 73/2024.",Direitos Humanos,Em análise,Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/1UF656ITtIskmG67tOpoQtdXRgyG7hAOaDcxMFiVsqwc/edit?resourcekey=&gid=1525989540#gid=1525989540,,,,https://docs.google.com/forms/d/1W_MoeRXr5lRkNchi5ydNHWnl4AKk1hSMMSgSrAxmSVc/edit,Sim,,Resolução nº 598/2024 - CNJ
22/11/2024,Resolução nº 394/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/242795,CSJT,Meramente alteradora,"Altera a Resolução n. 372/CSJT, de 24 de novembro de 2023, que dispõe sobre a acumulação de funções administrativas e processuais extraordinárias no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Gestão Administrativa,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 394/2024 - CSJT
22/11/2024,Resolução nº 395/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/242816,CSJT,Meramente alteradora,"Altera o Regimento Interno do Conselho Superior da Justiça do Trabalho, aprovado pela Resolução n. 382/CSJT, de 24 de maio de 2024.",Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 395/2024 - CSJT
27/11/2024,Resolução nº 396/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/242835,CSJT,Meramente alteradora,"Altera a Resolução n. 322/CSJT, de 11 de fevereiro de 2022, que institui o Comitê Nacional de Gestão Documental e Memória da Justiça do Trabalho.",Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 396/2024 - CSJT
27/11/2024,Resolução nº 397/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/242797,CSJT,Vigente,Institui a Política de Gerenciamento de Serviços de Tecnologia da Informação e Comunicação no âmbito da Justiça do Trabalho de primeiro e segundo graus (PGSERV-TIC).,Tecnologia da Informação e Comunicação,Em análise,Secretaria de Tecnologia da Informação e Comunicação,,,,https://docs.google.com/spreadsheets/d/1noZIewiOwtbAArWjBYeGCOzVcS8U203cXC7lI8q7H-o/edit?resourcekey=&gid=97708999#gid=97708999,,,,https://docs.google.com/forms/d/1IrW0Lt0UOYDOMCT_Ffw5L31BqtcdZoPLFWIPK8ROVB0/edit,Sim,,Resolução nº 397/2024 - CSJT
27/11/2024,Resolução nº 398/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/242815,CSJT,Meramente alteradora,"Altera a Resolução n. 244/CSJT, de 28 de junho de 2019, que dispõe sobre a diferença de subsídio devida a magistrado em virtude de substituição ou de auxílio no âmbito da Justiça do Trabalho de 1º e 2º graus.",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 398/2024 - CSJT
27/11/2024,Resolução nº 399/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/242855,CSJT,Meramente alteradora,"Altera a Resolução n. 199/CSJT, de 25 de agosto de 2017, que regulamenta as consignações em folha de pagamento dos magistrados, servidores e beneficiários de pensão, no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Gestão de Pessoas,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 399/2024 - CSJT
27/11/2024,Resolução nº 400/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/242798,CSJT,Meramente alteradora,"Altera a Resolução n. 325/CSJT, de 11 de fevereiro de 2022, que institui a Política de Governança dos Colegiados Temáticos da Justiça do Trabalho de primeiro e segundo graus e do Conselho Superior da Justiça do Trabalho (CSJT), para adequá-la à Resolução n. 540/CNJ, de 18 de dezembro de 2023.",Governança,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 400/2024 - CSJT
27/11/2024,Resolução nº 401/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/242856,CSJT,Vigente,"Define o Sistema de busca de jurisprudência, denominado Falcão, como repositório oficial de jurisprudência dos órgãos da Justiça do Trabalho de primeiro e segundo graus, sem prejuízo da manutenção pelos Tribunais Regionais do Trabalho de repositórios jurisprudenciais e mecanismos de busca próprios.",Funcionamento dos Órgãos Judiciais,Em análise,Secretaria-Geral Judiciária,,,,https://docs.google.com/spreadsheets/d/14yXy0Slt4XskT4cTbkRjLmtSm8UbjxU5De_t9qqpFLM/edit?resourcekey=&gid=1073387431#gid=1073387431,,,,https://docs.google.com/forms/d/1gzuYX1iRB4jiz6Y3-S1gqZv4QHMzrPuBictJPQlcIR8/edit,Sim,,Resolução nº 401/2024 - CSJT
27/11/2024,Resolução nº 402/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/242857,CSJT,Meramente alteradora,"Altera a Resolução n. 321/CSJT, de 11 de fevereiro de 2022, que institui a Nova Política de Comunicação Social no âmbito da Justiça do Trabalho de primeiro e segundo graus e cria o Manual de Comunicação Social e Redação Jornalística da Justiça do Trabalho.",Tecnologia da Informação e Comunicação,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 402/2024 - CSJT
27/11/2024,Resolução nº 403/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/242858,CSJT,Meramente alteradora,"Altera a Resolução n. 198/CSJT, de 25 de agosto de 2017, que regulamenta os procedimentos atinentes à concessão do auxílio-alimentação, no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Gestão de Pessoas,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 403/2024 - CSJT
13/12/2024,Resolução nº 599/2024,https://atos.cnj.jus.br/atos/detalhar/5904,CNJ,Vigente,Institui a Política Judiciária de Atenção às Comunidades Quilombolas e diretrizes e procedimentos para efetivar a garantia de acesso à justiça por pessoas e comunidades quilombolas.,Direitos Humanos,Em análise,Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/1Yk009_Zh2gIOJum-cALHieeE9LDT9jcFHHdotr7asao/edit?resourcekey=&gid=270993738#gid=270993738,,,,https://docs.google.com/forms/d/1Mqqcv3edewStq89YBTFhqSLSbcqij8buvg1mR6CIOn4/edit,Sim,,Resolução nº 599/2024 - CNJ
13/12/2024,Resolução nº 600/2024,https://atos.cnj.jus.br/atos/detalhar/5905,CNJ,Vigente,"Dispõe sobre a localização de pessoas e bens por oficiais de justiça, mediante acesso a sistemas informatizados do Poder Judiciário.",Gestão da Informação e de Demandas Judiciais,Em análise,Secretaria-Geral Judiciária,,,,https://docs.google.com/spreadsheets/d/1t07dgw5hotRS8s6vIO4C9BiaEAbjswKIzHTUHBTWb8U/edit?resourcekey=&gid=1472507188#gid=1472507188,,,,https://docs.google.com/forms/d/1OVNs79MeP8gGbX8N3sunnf6IZJL6bhI280PEty1OKcE/edit,Sim,,Resolução nº 600/2024 - CNJ
13/12/2024,Resolução nº 601/2024,https://atos.cnj.jus.br/atos/detalhar/5906,CNJ,Vigente,Dispõe sobre o dever de reconhecer e retificar os assentos de óbito de todos os mortos e desaparecidos vítimas da ditadura militar.,Cartórios,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 601/2024 - CNJ
13/12/2024,Resolução nº 602/2024,https://atos.cnj.jus.br/atos/detalhar/5924,CNJ,Meramente alteradora,"Altera o Regimento Interno do Conselho Nacional de Justiça para compatibilizálo às disposições da Resolução CNJ nº 591/2024, que dispõe sobre o julgamento eletrônico pelos órgãos do Poder Judiciário.",Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 602/2024 - CNJ
13/12/2024,Resolução nº 603/2024,https://atos.cnj.jus.br/atos/detalhar/5907,CNJ,Vigente,Regulamenta a permuta de magistrados(as) vinculados(as) a tribunais de justiça estaduais e do Distrito Federal e dos Territórios.,Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 603/2024 - CNJ
13/12/2024,Resolução nº 604/2024,https://atos.cnj.jus.br/atos/detalhar/5908,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 184/2013, que dispõe sobre os critérios para criação de cargos, funções e unidades judiciárias no âmbito do Poder Judiciário.",Controle Administrativo e Financeiro,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 604/2024 - CNJ
13/12/2024,Resolução nº 605/2024,https://atos.cnj.jus.br/atos/detalhar/5909,CNJ,Meramente alteradora,"Altera a Resolução CNJ n. 425/2021, que instituiu a Política Nacional Judicial de Atenção a Pessoas em Situação de Rua e suas interseccionalidades, torna obrigatória a criação de Comitês Locais PopRuaJud e a realização de mutirões de cidadania e acesso à Justiça e institui o Índice PopRuaJud e o Prêmio Nacional PopRuaJud.",Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 605/2024 - CNJ
19/12/2024,Resolução nº 606/2024,https://atos.cnj.jus.br/atos/detalhar/5925,CNJ,Meramente alteradora,"Revoga a Resolução CNJ nº 317/2020, que dispõe sobre a realização de perícias em meios eletrônicos ou virtuais em ações em que se discutem benefícios previdenciários por incapacidade ou assistenciais, enquanto durarem os efeitos da crise ocasionada pela pandemia do novo Coronavírus, e dá outras providências.",Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 606/2024 - CNJ
19/12/2024,Resolução nº 607/2024,https://atos.cnj.jus.br/atos/detalhar/5926,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 13/2006, que dispõe sobre a aplicação do teto remuneratório constitucional e do subsídio mensal dos membros da magistratura, e a Resolução CNJ nº 14/2006, que dispõe sobre a aplicação do teto remuneratório constitucional para os servidores do Poder Judiciário e para a magistratura dos Estados que não adotam o subsídio, para regulamentar a forma de aferição do teto remuneratório previsto no art. 37, XI, da Constituição da República Federativa do Brasil de 1988, nas hipóteses de acumulação de cargos, empregos e funções públicas.",Teto Remuneratório,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 607/2024 - CNJ
19/12/2024,Resolução nº 608/2024,https://atos.cnj.jus.br/atos/detalhar/5933,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 490/2023, que institui o Fórum Nacional do Poder Judiciário para a Equidade Racial (Fonaer), destinado a elaborar estudos e propor medidas para o aperfeiçoamento do sistema judicial quanto ao tema.",Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 608/2024 - CNJ
19/12/2024,Resolução nº 609/2024,https://atos.cnj.jus.br/atos/detalhar/5927,CNJ,Vigente,"Determina aos Tribunais de Justiça o envio ao CNJ dos anteprojetos de lei relativos aos serviços notariais e de registro sob sua fiscalização, para elaboração de parecer de mérito antes do encaminhamento ao Poder Legislativo.",Cartórios,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 609/2024 - CNJ
20/12/2024,Resolução nº 610/2024,https://atos.cnj.jus.br/atos/detalhar/5934,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 557/2024, que institui a Política Pública de Estímulo à Lotação e à Permanência de Magistrados(as) em Comarcas definidas como de difícil provimento.",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 610/2024 - CNJ
20/12/2024,Resolução nº 611/2024,https://atos.cnj.jus.br/atos/detalhar/5935,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 433/2021, que institui a Política Nacional do Poder Judiciário para o Clima e Meio Ambiente.",Acessibilidade e Sustentabilidade,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 611/2024 - CNJ
23/12/2024,Resolução nº 612/2024,https://atos.cnj.jus.br/atos/detalhar/5936,CNJ,Meramente alteradora,Altera o caput do art. 47-A do Regimento Interno.,Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 612/2024 - CNJ
18/01/2023,Resolução nº 485/2023,https://atos.cnj.jus.br/atos/detalhar/4909,CNJ,Vigente,"Dispõe sobre o adequado atendimento de
gestante ou parturiente que manifeste
desejo de entregar o filho para adoção e a
proteção integral da criança. ",Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 485/2023 - CNJ
18/01/2023,Resolução nº 486/2023,https://atos.cnj.jus.br/atos/detalhar/4959,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 308/2020, que organiza as atividades de auditoria interna do Poder Judiciário, sob a forma de sistema.",Normas de Auditoria,Não se aplica,Não se aplica,_,6268/2020,Concluído,,,,,,Não se aplica,,Resolução nº 486/2023 - CNJ
15/02/2023,Resolução nº 487/2023,https://atos.cnj.jus.br/atos/detalhar/4959,CNJ,Vigente,"Institui a Política Antimanicomial do Poder Judiciário e estabelece procedimentos e diretrizes para implementar a Convenção Internacional dos Direitos das Pessoas com Deficiência e a Lei n. 10.216/2001, no âmbito do processo penal e da execução das medidas de segurança",Direitos Humanos,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 487/2023 - CNJ
16/02/2023,Resolução nº 354/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/213113,CSJT,Revogada,"Altera a Resolução CSJT nº 199, de 25 de agosto de 2017, que regulamenta as consignações em folha de pagamento de magistrados, servidores e beneficiários de pensão, no âmbito da Justiça do Trabalho de primeiro e segundo graus. (A soma mensal das consignações não excederá a 45% )",Gestão de Pessoas,Não se aplica,Não se aplica,_, 4349/2022,Não se aplica,,,,"Ato republicado em abril de 2023 em decorrência de alteração pelo Ato nº94/23.O Ato TRT 23/2018 foi republicado em abril de 2023. No entanto com percentual diverso da Resolução (40% e 5%), em razão da derrubada do veto do Presidente, ficando as consignações com margem de 45% e 5%. ",,Não se aplica,,Resolução nº 354/2023 - CSJT
23/02/2023,Resolução nº 488/2023,https://atos.cnj.jus.br/atos/detalhar/4967,CNJ,Vigente,Institui a Política Judiciária para o Fortalecimento dos Conselhos da Comunidade e dá outras providências.,Direitos Humanos,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 488/2023 - CNJ
28/02/2023,Resolução nº 489/2023,https://atos.cnj.jus.br/atos/detalhar/4968,CNJ,Vigente,"Altera a Resolução CNJ n. 453/2022,
que institui o Fórum Nacional do Poder
Judiciário para monitoramento e
efetividade das demandas relacionadas
aos povos indígenas e tribais (Fonit),
com objetivo de elaborar estudos e
propor medidas para o aperfeiçoamento
do sistema judicial quanto ao tema.",Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 489/2023 - CNJ
08/03/2023,Resolução nº 490/2023,https://atos.cnj.jus.br/atos/detalhar/4971,CNJ,Alterada,"Institui o Fórum Nacional do Poder Judiciário para a Equidade Racial (Fonaer), destinado a elaborar estudos e propor medidas para o aperfeiçoamento do sistema judicial quanto ao tema.",Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 490/2023 - CNJ
